,id,category,text,polarity,trans_text
140,144,taste,맛나게 잘 먹었어요! 가격대가 좀 있는 편이라 자주오긴 어려울 것 같습니다 ㅎㅎ,1,"Thank you for the delicious meal! It's a bit expensive, so I don't think I can come often Haha"
141,145,taste,평양냉면은 내 입맛에 안맞는듯..ㅠ.ㅠ,0,Pyeongyang naengmyeon doesn't seem to suit my taste.ㅠ
142,146,taste,",맛나요~ 잘먹고 갑니다",1,It's delicious. Thank you for the food
143,147,taste,"#파전(녹두지지미)
#쇠고기육개장
너무맛있어요
#가격도저렴
",1,"#Green onion pancake. #Beefyukgaejang. It's so good. #It's cheap, too."
144,148,taste,처음 먹어보는 평양냉면이었는데 제입맛엔 되게 좋았어요!! 글구 녹두전?도 있는데 크기 진짜 크고 엄청 맛있어요ㅜㅜ또 먹으러가고싶네용 ,1,"It was my first time eating Pyeongyang naengmyeon, and it was really good to my taste!! There's also mung bean pancake. It's really big and deliciousI want to go eat againDragon"
145,149,taste,여기음식맛있네요,1,The food here is good
146,150,taste,이북의 맛. 가격이 조금 비싸지만 그만큼 양이 많습니다. 만두는 속이 꽉 차 있어 충분히 배부릅니다.,1,"The taste of North Korea. It's a little expensive, but it's a lot. Dumplings are full and full enough."
147,151,taste,맛있어요,1,It's good
148,152,taste,맛나요 평냉 짱,1,It's delicious. Pyeongyang naengmyeon is the best
149,153,taste,맛나요,1,It's delicious
150,154,taste,맛있어요,1,It's good
151,155,taste,맛있어요,1,It's good
152,156,taste,슴슴한 평양냉면에 빠져드는 맛집,1,A restaurant that makes you fall in love with Pyeongyang naengmyeon
153,157,taste,평양냉면 실망이었습니다 ㅜ,0,I was disappointed with Pyeongyang naengmyeon was disappointing ㅜ
154,158,taste,"담백한 맛이 일품이네요
가족들이랑 즐겁게 먹었습니다. 강추해요~",1,The light taste is excellent. I enjoyed eating with my family. I strongly recommend it
155,159,taste,맛있는데 가격은 부담이네요,1,"It's good, but the price is too much"
