id,text,category,polarity
en_CatalRestaurant__UvaBar_477862052:6,Indoor ambience was modern.,ambience,1
Z#5:1,Mazing interior.,ambience,0
503,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",ambience,1
TFS#2:1,The food is great and the environment is even better.,ambience,1
2604,Right off the L in Brooklyn this is a nice cozy place with good pizza.,ambience,1
2627,"The ambience was nice, but service wasn't so great.",ambience,1
11504679#821993#0,Service was good and so was the atmosphere.,ambience,1
32935583#854234#0,"Glechik might be way too tiny for a restaurant by Russian standards, but it is cozy and the food is simply GREAT.",ambience,1
TM#5:4,The only thing that strikes you is the decor?(not very pleasant).,ambience,0
32944704#492723#1,"The decoration was feeling like we was on the Cairo, actually the street is part of that adventure.",ambience,1
35698333#556353#0,"excellent tapas at great prices, romantic, small but not overly crowed, excellent",ambience,1
2495,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",ambience,1
229,Great people watching as others do the same to you.,ambience,1
900,Interior was so so.,ambience,0
en_OpenSesame_477970936:3,The decor was beautiful and unique.,ambience,1
3139,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",ambience,1
584,Rao's has the best service and atmosphere in NYC.,ambience,1
CLF#4:1,"I'll being with a couple of 1s: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",ambience,1
TM#3:3,"The food was good, the place was clean and affordable.",ambience,1
3544,The ambience is very romantic and definitely a good place to bring a date.,ambience,1
en_StackRestaurant__Bar_478538239:2,"When I walked in, I was taken aback by their incredible wood decor.",ambience,1
Z#9:5,Over all the looks of the place exceeds the actual meals.,ambience,1
512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",ambience,1
2463,"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",ambience,1
en_ParkChaletGardenRestaurant_477778210:3,When I got there I sat up stairs where the atmosphere was cozy & the service was horrible!,ambience,1
CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,ambience,1
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",ambience,1
11563005#745685#1,The restaurant was quiet and intimate.,ambience,1
1038,"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",ambience,0
2408,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",ambience,0
3681,"The food was very good, a great deal, and the place its self was great.",ambience,1
1797,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",ambience,1
1733,Decor is charming.,ambience,1
TVU#6:5,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",ambience,1
en_PagodaRestaurant_479983203:4,the ambiance of the restaurant was nice and good for fine dinning.,ambience,1
2251,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,ambience,1
11624981#549489#7,jazz singer had a nice voice + she made us all get up to dance to shake some cals to eat some more.,ambience,1
957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",ambience,1
en_MercedesRestaurant_478010600:3,"The atmosphere is aspiring, and  the decor is festive and amazing..",ambience,1
1652,"Otherwise, this place has great service and prices and a nice friendly atmosphere.",ambience,1
94,"Excellent atmosphere, delicious dishes good and friendly service.",ambience,1
Z#5:4,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",ambience,0
Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate d?cor will make you feel like you?셱e no longer in the city.",ambience,1
ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",ambience,1
1024,"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",ambience,1
1156,Jimmy's is hands down the hottest night spot in the Bronx.,ambience,1
3520,There is actually space to breathe and the decor sets the tone for an intimate dinner.,ambience,1
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",ambience,1
2511,"whoever the jazz duo was, they were on POINT.",ambience,1
2911,"Great food, good size menu, great service and an unpretensious setting.",ambience,1
2544,I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,ambience,0
1551,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",ambience,0
11651065#413029#3,"but for the value, it was a great affordable spot to enjoy a fun night out with small group.",ambience,1
2949,It was tiny and I felt like I was eating in someone's living room.,ambience,0
en_PagodaRestaurant_478006817:4,"Nice ambience, but highly overrated place.",ambience,1
2267,"Good, dark atmosphere and the music is a nice touch.",ambience,1
1469,The pizza is yummy and I like the atmoshpere.,ambience,1
Z#9:0,"short and sweet ? seating is great:it's romantic,cozy and private.",ambience,1
2852,The ceiling is amazing!,ambience,1
782,"Great food, great lay out and awesome service.",ambience,1
TR#3:0,Great place to relax and enjoy your dinner,ambience,1
35693136#561234#4,"If you're lucky and there's not a private party going on back there, you'll get a chance to really chill out.",ambience,1
P#3:0,Great Atmosphere,ambience,1
3138,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",ambience,1
1014,The atmosphere is great!!!,ambience,1
32892297#645108#0,The downstairs bar scene is very cool and chill...,ambience,1
PP#4:4,I thought the restaurant was nice and clean.,ambience,1
133,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,ambience,0
1394,The atmosphere is much better than Sripraphai (more modern and sleek).,ambience,1
3648,Restaurant was dirty and unkempt.,ambience,0
35393632#1591698#4,The food was as creative as the decor and both worked.,ambience,1
2447,Not pretentious and very economical.,ambience,1
610,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,ambience,1
1323,The music is the best among all the Indian restaurants I have visited.,ambience,1
1001,"This is a great place to take out-of-towners, and perfect for watching the sunset.",ambience,1
en_OpenSesame_477970937:8,Atmosphere was nice.,ambience,1
875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",ambience,1
3091,"The puke green walls leave a lot to be desired, but the food is very good.",ambience,0
632121:1,The jukebox plays everything from Italian Opera to The Strokes.,ambience,1
854,Got a little loud after 8pm when the joint got full.,ambience,0
3474,You can barely see who you are with never mind have a conversation.,ambience,0
11351561#744321#0,"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess.",ambience,1
3658,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",ambience,1
Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",ambience,0
en_ProfessorThom's_478606543:5,"Seriously, you can't go wrong, if it is unpretentious local fun you seek.",ambience,1
3274,"Most people eat there seem to be typical Upper East Side snobs, so be aware.",ambience,0
CLF#5:5,We were drawn into the belly dancing show that captivated the crowd.,ambience,1
2204,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",ambience,1
1189674:3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",ambience,1
2705,Big and gawky on the outside.,ambience,0
1082,"So, the menu is written in chalk above your head and it all sounds delicious.",ambience,1
2831,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",ambience,1
35701421#583735#2,"This place is classy, chic, the service is warm and hospitable, and the food is outstanding.",ambience,1
3680,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,ambience,1
3666,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,ambience,0
528,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,ambience,1
32892130#435512#1,"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable.",ambience,1
Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don?셳 serve sushi), and in my opinion, one of the most romantic restaurants in the city!",ambience,1
318,The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.,ambience,1
1451107:0,This place is so much fun.,ambience,1
61,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",ambience,1
2959,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,ambience,1
1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,ambience,1
388,this little place has a cute interior decor and affordable city prices.,ambience,1
2219,The red sliding doors may be unique but they do not block off the cold air from the outside.,ambience,0
509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",ambience,0
35709275#573688#2,"Highly recommended...  As stated, I haven't dined *in* the restaurant but stopped by there to pick up takeout and it seems a very relaxing place; also, the bar looks nice.",ambience,1
35693081#540596#0,Intimate but charming interior with extremely friendly and attentive service.,ambience,1
2200,The design and atmosphere is just as good.,ambience,1
3296,Our last time there a few weeks ago was early at 5pm and it was very crowded and noisy.,ambience,0
1007,They don't walk around with the trays of Dim Sum.,ambience,1
2190,Downstairs lounge is always a good attraction,ambience,1
722,"I like the ambience, it's very dark and original.",ambience,1
11482070#503858#3,"Although the restaurant itself is nice, I prefer not to go for the food.",ambience,1
151,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",ambience,0
3205,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",ambience,1
3605,"Interesting selection, good wines, service fine, fun decor.",ambience,1
57,Not the typical NYC gimmick theme restaurant.,ambience,1
1750,Located at the end of a magnificent block.,ambience,1
1819,Ambiance- relaxed and stylish.,ambience,1
240,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,ambience,1
1357,Total hipster-wannabe attitude in an otherwise sweet spot.,ambience,1
11408946#789662#3,The Deco and ambiance was really romantic.,ambience,1
940,I felt as though I were eating in Paris.,ambience,1
1940,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",ambience,1
1039,"The decor is really blah, and not at all hip or happening.",ambience,0
872,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,ambience,1
3534,"All the money went into the interior decoration, none of it went to the chefs.",ambience,1
2595,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",ambience,1
518,"A very inviting restaurant, with friendly service.",ambience,1
TR#3:1,There is something about their atmosphere that makes me come back nearly every week.,ambience,1
2833,"I can't wait for summer, when they serve outside on their gigantic patio.",ambience,1
362,"Nice restaurant overall, with classic upscale Italian decor.",ambience,1
1031,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",ambience,1
1457607:0,The place is a lot of fun.,ambience,1
en_Murphy's_478075041:0,A cozy spot for 2,ambience,1
2120,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",ambience,1
en_SnoozeanAMEatery_480171723:3,The presentation of Snooze is excellent and it is one of those places that you feel more sophisticated just for being there; but peel back the layers and you have an overpriced IHOP with a high brow menu.,ambience,1
3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",ambience,1
119,Check out the secret back room.,ambience,1
en_Murphy's_478075041:6,The restaurant offers an extensive wine list and an ambiance you won't forget!,ambience,1
Z#11:2,It is so romantic.,ambience,1
1569,The characters really make for an enjoyable experience.,ambience,1
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",ambience,1
2452,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",ambience,0
1857,The space is nice but when we order our drink we were in for a surprise.,ambience,1
3064,Romantic if you want it to be (brightly lit).,ambience,1
en_CatalRestaurant__UvaBar_477862052:7,"If it's nice outside, request for a table in the balcony.",ambience,1
929,"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",ambience,1
3185,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",ambience,1
1575,Our family never expected such incredible entertainment in a restaurant.,ambience,1
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",ambience,1
843,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,ambience,1
2486,"The noise level was unbearable, conversation impossible.",ambience,0
834,A bit breezy up there on the mezzanine from the wind coming from the tracks.,ambience,0
11313359#650269#4,At night the atmoshere changes turning into this hidden jewel that is waiting to be discovered.,ambience,1
TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",ambience,1
2067,Decor is nice though service can be spotty.,ambience,1
TR#2:1,"Service ok but unfriendly,filthy bathroom.",ambience,0
33070532#604874#0,The decor is what initially got me in the door.,ambience,1
2079,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",ambience,1
1671113:3,"If the weather is nice, try to snag an outside table.",ambience,1
737999:3,Atmosphere is nice and relaxed too...,ambience,1
1160,Some of the finest latin women you'll see in your life hang out at Jimmy's.,ambience,1
3473,"It is LOUD, HOT and DARK.",ambience,0
2225,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",ambience,0
Z#3:0,"Excellent food, although the interior could use some help.",ambience,0
TFS#10:9,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",ambience,1
en_BlueRibbonSushi_478218342:1,It's unpretentious and underground.,ambience,1
2321,It's a nice place to relax and have conversation.,ambience,1
2993,delicious simple food in nice outdoor atmosphere.,ambience,1
TR#1:3,I highly recommend this beautiful place.,ambience,1
32950007#1320096#2,"Although small, it has beautiful ambience, excellent food (the catfish is delicious - if ya don't mind it a lil salty) and attentive service.",ambience,1
601,We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,ambience,1
2063,we decided to eat in tea room which was small and cute.,ambience,1
898,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,ambience,0
2807,This place is the most Japanese it can ever get.,ambience,1
3295,I must say the view of NYC is so beautiful!,ambience,1
en_ProfessorThom's_478606540:0,"Endless fun, awesome music, great staff!!!",ambience,1
Z#6:0,Possibly the Most Romantic Restaurant in the City,ambience,1
3487,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,ambience,0
2218,Delicious food at a great price but do not go here on a cold day and sit by the front door.,ambience,0
528251:3,Go there to relax and feel like your somewhere else.,ambience,1
35700731#1595671#1,The place is absolutely adorable and the food is delicious.,ambience,1
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,1
1553,"Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).",ambience,0
1218,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",ambience,0
71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,ambience,1
1372,Service was also horrible and the ambience is not that great.,ambience,0
Z#7:3,This place is not inviting and the food is totally weird.,ambience,0
en_ParkChaletGardenRestaurant_477778211:21,Another plus is the open feel of the restaurant with glass walls on all sides.,ambience,1
32485393#1022496#1,"It's no-fuss, fast and delicious.",ambience,1
en_MiopostoCaffe_478543072:6,I also really enjoy the simplicity of the decor and intimate feeling of a small restaurant.,ambience,1
196,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",ambience,0
1727,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",ambience,1
32899414#512291#0,"A beautiful atmosphere, perfect for drinks and/or appetizers.",ambience,1
en_MercedesRestaurant_478010599:2,I love the warm & cosy environment.,ambience,1
1982,And I could do without the cigar smoke.,ambience,0
2247,In summer-eat outside on a terrace (another great feature of Suan)!!!,ambience,1
2220,I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,ambience,0
2652,"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.",ambience,0
1683,"The vibe is very relaxed and cozy, service was great and the food was excellent!",ambience,1
3320,Baluchi's has solid food and a nice decor at reasonable prices.,ambience,1
467,A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.,ambience,1
en_SnoozeanAMEatery_480412257:3,The waiter was a bit unfriendly and the feel of the restaurant was crowded.,ambience,0
32894963#1707639#3,"The place is clean, and if you like soul food, then this is the place to be!",ambience,1
1565,Don't waste money on decor.,ambience,1
2677,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",ambience,0
2221,Too cold to enjoy.,ambience,0
CLF#4:11,It is quite a spectacular scene i'll give them that.,ambience,1
1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",ambience,1
1904,"I didn't complain, I liked the atmosphere so much.",ambience,1
2458,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",ambience,1
1947,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",ambience,1
869,The ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience,1
3317,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,ambience,1
702,"We love the food, drinks, and atmosphere!",ambience,1
2945,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",ambience,0
2364,"Cute place, nice wait staff but would never go there again.",ambience,1
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",ambience,0
2512,"good music, great food, speedy service affordable prices.",ambience,1
TR#2:8,"The floor was wet, the trash can filled with hand towels n all over the floor, no soap, and no hand towels left.",ambience,0
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,ambience,0
en_StackRestaurant__Bar_478538239:3,"The music playing was very hip, 20-30 something pop music, but the subwoofer to the sound system was located under my seat, which became annoying midway through dinner.",ambience,1
620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot.",ambience,1
989,The service is fine and they allow you to enjoy the view.,ambience,1
1408,It's a rather cramped and busy restaurant and it closes early.,ambience,0
Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",ambience,0
885,"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",ambience,1
Z#6:3,"If you?셱e planning to come here, make sure that your date is someone whom you really like since you?셪l be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",ambience,1
2146,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",ambience,1
3367,"Best of all is the warm vibe, the owner is super friendly and service is fast.",ambience,1
en_ParkChaletGardenRestaurant_477778171:11,Sunday afternoons there is a band playing and it is lots of fun.,ambience,1
1901,"Great vibe, lots of people.",ambience,1
